,track_name,artist_name,id,genres,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,track_pop,duration_ms,time_signature
360,HALF HEARTED,We Three,0zMQ5Svj3WbB8RsBn9hFKq,alt z,"Dear Paranoia, Sincerely, Me",0.489,0.304,4,-10.002,1,0.0339,0.463,0.0,0.0695,0.166,129.871,57,55,232864,4
361,i looked into your eyes,Sky McCreery,0CwLue2qwkPcQpovNGNtVx,"lo-fi chill, sad lo-fi",i looked into your eyes,0.475,0.0989,10,-9.55,1,0.0474,0.853,0.0,0.271,0.3,133.713,57,62,148556,4
362,Cherry Wine,grentperez,1a1LrfgkTvfHFykIxcv8WU,chill r&b,Cherry Wine,0.761,0.565,11,-7.016,0,0.0411,0.345,0.0,0.0825,0.583,105.008,66,19,173286,4
363,Stalemate,love-sadKID,20ywKMMqwH5uSX89rtTfAZ,"lo-fi rap, meme rap",Stalemate,0.65,0.625,6,-8.17,0,0.465,0.859,0.0,0.133,0.446,83.368,52,2,74572,4
364,Lay It Down,Steelix,3YvAFDgDpWIfjSPxlw12He,pop,Lay It Down,0.609,0.826,3,-5.847,1,0.0417,0.0257,0.0,0.0462,0.794,90.36,0,0,193562,4
365,Aok,FLANNEL ALBERT,5hmV6G6bEF6g0ASQ6JLf7g,"asian american hip hop, korean trap",Aok,0.803,0.459,1,-9.509,0,0.253,0.535,0.0,0.119,0.559,126.962,28,17,268130,4
366,Die Right Here,david hugo,7fXYFuCTmNrYRGwEUUf5iz,modern indie pop,Die Right Here,0.784,0.818,1,-4.137,1,0.0949,0.0733,0.0,0.0871,0.712,130.01,54,56,127621,4
367,Far Away,EASHA,0Y4xg5612xZ3vAgWEkMjw3,pop,Far Away,0.768,0.519,5,-8.494,1,0.0739,0.402,0.0,0.183,0.452,112.973,46,51,185084,4
368,Sinatra,Forrest Nolan,1USo158Kncaxfyq9q306dn,modern indie pop,Sinatra,0.444,0.301,0,-8.88,1,0.0334,0.886,0.0,0.183,0.35,95.278,50,50,156342,3
369,Don't Lose Sight,Lawrence,5PEIORAOmwjDV7OYzxHsvd,"nyc pop, retro soul",Hotel TV,0.539,0.741,7,-5.075,0,0.244,0.0767,7.04e-06,0.144,0.75,153.921,54,51,208067,4
370,I Don't Wanna Be Okay Without You,Charlie Burg,5HKv1sFHbXgmXBih203HxT,"ann arbor indie, bedroom soul, chill r&b, indie pop",Live in Peter's Attic,0.532,0.319,5,-7.461,1,0.0288,0.399,2.52e-05,0.138,0.166,62.984,61,66,243797,4
371,Across the Room,Public Library Commute,7dCSqTnarqs3EF7iDRVRW9,"bedroom soul, chill r&b, indie r&b",Across the Room,0.826,0.709,0,-6.597,1,0.0369,0.0962,0.000646,0.397,0.956,117.028,50,50,180731,4
372,down!,MICO,44SRHYbkVBul4ZnvutrUg6,chill r&b,down!,0.682,0.366,5,-7.725,1,0.0351,0.372,0.0,0.286,0.822,180.137,53,2,162754,3
373,slip,anees,3VEltwNocXM7dVGSdkAs7A,pop,slip,0.728,0.362,11,-9.055,1,0.409,0.329,0.0,0.174,0.702,84.599,63,58,183125,4
374,Sunroof,Nicky Youre,3RfTeIrWS8LNrfHYwechtt,pop,Sunroof,0.768,0.716,10,-5.11,1,0.0404,0.35,0.0,0.15,0.841,131.43,74,7,163026,4
375,Sorbet,Galdive,4LHGY9MUZUUUfUGaZ6nQwu,indonesian indie,Sorbet,0.733,0.448,0,-7.212,1,0.115,0.481,3.01e-05,0.11,0.623,78.77,49,52,196957,4
376,Best Friend,Laufey,4BeIdwrMlsBlVHgJHs9l6J,gen z singer-songwriter,Typical of Me,0.757,0.401,3,-10.379,1,0.0883,0.824,1.5e-06,0.253,0.352,83.026,70,0,164277,4
377,IF I DON'T TEXT YOU FIRST,Tiffany Day,2lNb0SzyOEHizMxlpT9HM6,"chill r&b, indie r&b",IF I DON'T TEXT YOU FIRST,0.76,0.492,9,-6.802,1,0.0824,0.269,0.0,0.305,0.677,104.987,52,57,133547,4
378,you won't be there for me,slchld,7vwhqiIfU8HqXhNgyy8ubR,"canadian contemporary r&b, chill r&b, pop",you won't be there for me,0.777,0.308,2,-6.483,0,0.0314,0.226,0.0,0.109,0.634,94.933,61,59,182646,4
379,drunk texting my ex,Savage Ga$p,0t0xMsccItxTabSnrOwWY9,"aesthetic rap, emo rap, meme rap, viral rap",forever yours,0.473,0.49,11,-9.982,0,0.234,0.137,0.0,0.298,0.379,126.032,62,35,179760,4
380,Stoked,Weston Estate,6nef0wHkelfKqNVHAtzJbR,"chill r&b, indie r&b, pop",Stoked,0.778,0.642,10,-6.435,1,0.137,0.149,0.0,0.106,0.786,133.04,61,52,189329,4
381,that friend,Mad Tsai,0jI7t8dSBRQU8EOlicWTmL,"alt z, bedroom pop, indie pop, pixel, viral rap",that friend,0.685,0.226,6,-16.423,1,0.371,0.552,0.0,0.235,0.361,116.815,61,57,180904,4
382,Butterflies,Johnny Stimson,38nSpCQCOiuwXOfVy07bGj,"chill r&b, pop",Butterflies,0.7,0.382,0,-9.896,1,0.178,0.317,0.0,0.11,0.759,145.965,60,42,161096,4
383,Parallel Parking,Arden Jones,5QGHOeBYDauPtC8yYD3wZZ,sad rap,Parallel Parking,0.504,0.638,1,-4.177,0,0.302,0.14,0.0,0.0955,0.749,83.791,66,0,118571,4
384,Summer Vibe,Forrest Nolan,1SdItcSOTD14tvIo8UzA6k,modern indie pop,Summer Vibe,0.891,0.627,4,-8.458,1,0.0566,0.435,0.0,0.266,0.922,136.024,50,52,200293,4
385,BACK ON TOP (feat. Griff),HONNE,6Valn7rZDs7YP07gCMBmUD,"chill r&b, pop, uk pop","LET’S JUST SAY THE WORLD ENDED A WEEK FROM NOW, WHAT WOULD YOU DO?",0.661,0.601,2,-7.493,1,0.0367,0.0464,2.72e-05,0.334,0.598,147.137,68,6,173984,4
386,Cigarettes On Patios,BabyJake,0LJDFZohBgWOMvXQw0cc9W,pop rap,Cigarettes On Patios,0.752,0.712,4,-5.467,0,0.0474,0.256,0.0,0.136,0.588,139.999,59,63,207813,4
387,KEEP IT UP,Rex Orange County,0ioTTk5l0Zz7Oh48qEocgj,"bedroom pop, pop",KEEP IT UP,0.708,0.477,8,-7.297,1,0.0565,0.292,1.75e-06,0.255,0.733,149.929,79,55,183000,4
388,Overwhelmed (Ryan Mack Remix),Ryan Mack,03eyNjBM2mpx28H6kdaufN,"irish pop, social media pop",Overwhelmed (Ryan Mack Remix),0.658,0.445,0,-8.749,0,0.154,0.161,0.0,0.0845,0.513,174.111,67,73,103240,4
389,last day on earth,Tai Verdes,0fVDu1evgjX9CFD0cmuRrM,"modern indie pop, pop",last day on earth,0.494,0.553,5,-5.57,1,0.197,0.413,4.17e-05,0.218,0.359,82.061,71,62,172756,4
390,Cash,love-sadKID,2JEFO5K6H1XjdCEurzU58Q,"lo-fi rap, meme rap",Constellations 1,0.806,0.646,1,-9.252,0,0.373,0.0594,0.0,0.413,0.777,149.857,52,4,148846,4
391,killer queen,Mad Tsai,0qo1JukfClmpHnUOJxpFXi,"alt z, bedroom pop, indie pop, pixel, viral rap",killer queen,0.69,0.732,3,-5.352,0,0.0497,0.0604,0.00114,0.168,0.636,107.977,61,68,178889,4
392,New Tooth,Rich Brian,2cyD0OE6HQwSk2nmDcQx1O,indonesian hip hop,New Tooth,0.788,0.678,4,-8.584,0,0.0386,0.631,0.233,0.141,0.39,120.019,72,46,220000,4
393,Groundhog Day,Em Beihold,7iJCi5gA66aaDYLjmak4dO,"alt z, gen z singer-songwriter",Groundhog Day,0.803,0.459,6,-8.124,1,0.0689,0.56,0.0,0.0747,0.51,84.967,79,0,173620,4
394,Miss Summer,ODIE,58VNpcJpI5dEKxYByCkbXc,"canadian contemporary r&b, indie r&b",Miss Summer,0.589,0.527,0,-9.962,1,0.0342,0.599,0.000111,0.0853,0.132,133.981,65,67,162377,4
395,seaside_demo,SEB,1SgUjGzbmmMOsGFTVwQ59L,indie r&b,seaside_demo,0.706,0.824,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,60,66,132000,4
396,Trap Anthem,MC Virgins,5YOlr46EwaH34hfN6r4vXR,"aesthetic rap, meme rap",Trap Anthem,0.818,0.82,6,-5.531,0,0.175,0.106,0.0,0.108,0.737,160.005,61,21,133018,4
397,Jealous,Labrinth,4G92yYrUs0cvY7G41YRI0z,"indie poptimism, pop",Jealous - EP,0.439,0.153,1,-8.95,1,0.0479,0.874,0.0,0.107,0.104,116.76,81,73,287693,3
398,I Don't Mind (feat. Ben Chandler),Tobias Dray,09hLpQRURHahZf6JyprZQ4,pop,I Don't Mind (feat. Ben Chandler),0.614,0.723,6,-7.908,1,0.0528,0.649,0.00411,0.157,0.642,165.055,51,0,117896,4
399,universe,thuy,7B4UxdHwRKJYRhvXxmgZhM,"chill r&b, indie r&b, pop",i hope u see this,0.636,0.452,11,-8.298,1,0.0329,0.136,1.97e-06,0.104,0.0678,80.004,64,60,186627,4
400,Lover Boy,Phum Viphurit,2rd4FH1cSaWGc0ZiUaMbX9,bedroom pop,Lover Boy,0.798,0.556,11,-8.597,1,0.0303,0.527,0.000353,0.0959,0.627,109.994,59,59,236727,4
401,Pancakes for Dinner,Lizzy McAlpine,4HffeEF97c6UxNePgbuECW,"boston folk, indie pop, pop",Give Me A Minute,0.753,0.266,11,-11.453,1,0.0478,0.759,0.0,0.11,0.321,142.026,78,12,235035,4
402,Halley's Comet,Billie Eilish,5XsAal7ZcWg1I5T4NcRjkv,"art pop, electropop, pop",Happier Than Ever,0.403,0.159,1,-16.728,0,0.104,0.961,0.0121,0.34,0.0381,72.38,90,72,234761,4
403,Angel Baby,Troye Sivan,2m6Ko3CY1qXNNja8AlugNc,"australian pop, dance pop, pop, viral pop",Angel Baby,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,77,76,220780,4
404,Purge,Bas,3OORhRpIhCk21HaJwMAp5t,"hip hop, queens hip hop, rap, southern hip hop, sudanese hip hop, sudanese pop, trap, underground hip hop",Milky Way,0.908,0.535,7,-8.509,0,0.292,0.632,0.0,0.214,0.271,115.016,70,55,186613,4
405,Flowers On The Weekend,Asher Roth,2fymL9YLaFKDGMvVDzNGbQ,"alternative hip hop, indie pop rap, pop rap",Flowers On The Weekend,0.541,0.596,9,-6.487,1,0.39,0.568,0.0,0.172,0.6,80.469,50,34,152227,4
406,Be My Remedy,HOUSE OF SAY,2ul8NCKoRZ8OlLdDdCIRR5,pop,Boys Girls,0.71,0.515,7,-7.217,1,0.122,0.00908,0.00294,0.575,0.462,99.993,36,36,197940,4
407,Fck Boys,Blxst,3AO2MYgrCiTorCUura1szR,pop rap,Just for Clarity,0.63,0.491,4,-5.549,0,0.41,0.766,0.0,0.101,0.497,98.368,73,59,163200,4
408,Malibu 1992,COIN,0nMqu5vN44GNv8UOQxmBJK,"indie pop, indie poptimism, modern rock, pop",How Will You Know If You Never Try,0.559,0.32,6,-7.694,1,0.0414,0.0644,0.132,0.173,0.497,147.366,67,59,341200,4
409,Grace,Surfaces,3o30X8AntmyFOmUedcfUXt,"bedroom soul, pop",Where the Light Is,0.397,0.728,11,-4.47,1,0.0983,0.025,0.0,0.236,0.549,95.03,71,52,146526,4
410,dna [demo],LANY,20SRCcqHIFnEuv0vprGxSm,"la pop, pop",gg bb xx (deluxe),0.362,0.311,11,-11.276,1,0.177,0.677,0.0,0.109,0.397,198.645,76,39,155839,4
411,Favorite Colors (feat. Kyle),Luke Tennyson,4dNwzB7yuTf8jSYZSlok7C,pop,Restoration of an American Idol,0.745,0.668,1,-8.682,1,0.287,0.703,0.000127,0.0907,0.338,127.837,35,47,138960,4
412,Why,Dominic Fike,1xLs8Mu1QEVbGCpyHQ2r2U,"alternative pop rock, pop",What Could Possibly Go Wrong,0.684,0.856,6,-2.676,1,0.0411,0.342,0.00728,0.109,0.343,117.027,75,67,139907,4
413,Falling Asleep,Dominic Fike,4Q09JEsHAZhHOIPTqDGeB2,"alternative pop rock, pop","Don't Forget About Me, Demos",0.641,0.596,7,-5.953,1,0.0434,0.515,1.1e-05,0.0627,0.729,160.982,75,54,108533,4
414,"Dance, Baby!",boy pablo,5EV4bGHxVN0kHpcAFvgnTt,"bedroom pop, bergen indie, norwegian indie",Roy Pablo,0.602,0.601,9,-8.521,1,0.0411,0.037,0.0046,0.312,0.856,122.017,67,63,198000,4
415,CAN YOU HEAR THE MOON,Grady,7pcANiSH8mEKLUIPAxiSDr,"indie electropop, indie pop",The in Between,0.343,0.503,6,-6.018,0,0.0623,0.0242,0.00184,0.42,0.5,146.11,53,55,182534,4
416,Electric U,Kid Bloom,4efHJDBcmhJYs8n9hJcVC8,"indie pop, modern rock",Electric U,0.933,0.255,1,-11.092,0,0.0539,0.372,0.000281,0.0612,0.929,112.031,59,10,171696,4
417,Honey,Vacations,7IBzp33O4Hjr92wXtH3yQJ,newcastle nsw indie,Changes,0.276,0.846,1,-7.561,0,0.0725,0.000244,0.311,0.197,0.668,157.458,75,66,139605,4
418,Good Looking,Suki Waterhouse,5ZjV4yevHO1QhMw8AjyQbZ,"indie pop, pop",Good Looking,0.364,0.561,4,-9.076,1,0.03,0.0776,0.000348,0.125,0.266,150.07,67,7,214800,3
419,Wild Irish Roses,Smino,6efkcs2aUBMFKxl0cl2JWQ,"hip hop, rap, underground hip hop, viral rap",blkswn,0.639,0.295,0,-11.237,0,0.544,0.554,3.09e-05,0.3,0.634,86.947,72,65,169320,4
420,Regent's Park,Bruno Major,2lU8zMzPhEEDuiUUcUIZAL,pop,To Let A Good Thing Die,0.651,0.33,1,-11.079,1,0.28,0.757,1.58e-05,0.108,0.374,63.251,69,10,177413,4
421,You've Got Me Running in Circles,Sonny Cleveland,2B1kuQwo69aEgPochmXKqh,"bossbeat, deep new americana, retro soul",Sonny Cleveland,0.724,0.669,7,-7.085,1,0.0285,0.476,0.00446,0.093,0.702,110.963,41,4,170816,3
422,"Time Goes ""Bye""",Jex Nwalor,5JIkpWBTRbDUacnjHeBwt9,pop,"Time Goes ""Bye""",0.645,0.261,4,-11.578,1,0.0627,0.696,4.38e-05,0.118,0.216,123.742,44,54,261028,3
423,I'll Be The Other Woman,The Soul Children,7y1esZGKT43GYtf0mY3Qoy,"classic soul, memphis soul, soul, southern soul",Chronicle,0.641,0.139,7,-17.628,1,0.0441,0.775,1.42e-06,0.383,0.471,130.628,30,33,212733,4
424,Honey - Medasin Remix,KUČKA,7vBEx9HgiEJDMwougw5bsa,electra,Honey Remixed,0.447,0.715,1,-6.616,0,0.495,0.722,0.000145,0.128,0.468,98.015,53,52,230958,4
425,Come Home To Me,LÉON,2K8elWg8ihrZRwZJ7Gy6L3,"metropopolis, neo mellow, pop",LÉON,0.66,0.193,11,-8.904,1,0.0725,0.953,0.0,0.0953,0.296,82.035,65,59,225868,4
426,Dark Red,Steve Lacy,37y7iDayfwm3WXn5BiAoRk,afrofuturism,Dark Red,0.603,0.783,6,-4.023,1,0.062,0.449,7.96e-06,0.119,0.775,172.041,85,33,173104,4
427,Mad At U,Leven Kali,0CDcjK1kzvvLxjfWOfK2lp,"alternative r&b, chill r&b, indie r&b, indie soul, r&b",Leven Kali: Low Tide,0.672,0.71,8,-6.44,1,0.0604,0.153,2.74e-06,0.675,0.646,93.377,59,28,142467,4
428,No Lies,Calvin Davis Jr.,7J0bIoaEzZ4rwTyzXryoBk,pop,No Lies,0.735,0.385,7,-10.77,1,0.0503,0.723,0.0,0.0866,0.339,81.995,36,19,144399,3
429,Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),Dreamville,4nw0S8MtvcLSpXCS9M8ciL,"hip hop, rap, underground hip hop",Revenge Of The Dreamers III,0.664,0.61,7,-6.432,0,0.339,0.145,0.0,0.097,0.472,76.024,73,52,284040,4
430,Space and Opportunity,Devvon Terrell,5xLCXcSQqrJyd0OfQfHB8D,pop r&b,"The Rawe Sound, Vol 1",0.732,0.625,1,-7.505,0,0.0914,0.125,0.0,0.129,0.503,79.017,49,11,197468,4
431,Locked in the Bathroom,Devvon Terrell,2Jg1g8H6WNO1ZXPIb3AmMR,pop r&b,"The Rawe Sound, Vol 1",0.5,0.67,2,-6.51,1,0.111,0.187,0.0,0.13,0.384,131.411,49,19,216541,4
432,Trick of the Moon,Eloise,5ntiOaJ7PKBbo4d2RuSrZz,"bedroom soul, chill r&b",Somewhere In-Between,0.63,0.269,0,-15.807,1,0.575,0.979,0.000677,0.817,0.651,136.026,59,8,119667,3
433,Strings,iyla,6rj48XPo5Gk9T7kXFYY93y,"alternative r&b, chill r&b, high vibe, indie r&b, pop soul, r&b",OTHER WAYS TO VENT,0.548,0.558,1,-4.339,0,0.227,0.46,0.0,0.0788,0.7,80.031,57,59,175808,4
434,Jupiter & Mars,ARDN,1BTECTa3NituN8LqXjrw2B,alberta hip hop,Jupiter & Mars,0.468,0.808,9,-7.417,0,0.373,0.217,0.0,0.142,0.279,85.321,49,13,196364,4
435,an Interlude Called “Circus” (feat. Eryn Allen Kane),Saba,2Lmpxi7j95HOvsR6zj1Fl3,"chicago rap, hip hop, rap, underground hip hop",Few Good Things,0.839,0.363,2,-13.572,1,0.0647,0.0742,0.0,0.171,0.285,106.737,67,68,62973,4
436,Lost,Otis Kane,72aJAm9FvDfcqsR0Qzwf5f,indie r&b,Purple BLUE,0.715,0.363,3,-10.576,0,0.03,0.665,0.0,0.111,0.507,88.013,51,50,179495,4
437,Traingazing,Sam Wills,0edtKj1oW6rJ9f4wRtLPPH,"chill r&b, indie r&b, indie soul, uk contemporary r&b",Breathe,0.848,0.364,11,-10.058,1,0.0637,0.697,0.00529,0.14,0.569,137.541,60,64,214160,4
438,Don't,Colette Lush,5ngJKkOmjkN460b2ApBnLk,"chill r&b, indie r&b",Seven-One,0.738,0.288,2,-8.721,0,0.0332,0.411,0.0,0.107,0.311,79.975,45,51,208125,3
439,Trip Hop (feat. Engelwood),AL-X The Great,5rnmFW8J4Gm7IOXH9HOLUU,"lo-fi rap, meme rap",Trip Hop (feat. Engelwood),0.803,0.37,6,-14.405,1,0.351,0.686,0.0,0.411,0.56,90.045,35,30,110042,4
440,Classic,RICEWINE,2Q0FqVTZHCTj8MjQao03qc,"indie garage rock, melbourne indie",Mornings,0.507,0.582,0,-9.069,0,0.439,0.895,9.08e-06,0.133,0.304,78.24,53,36,174000,4
441,Shut up My Moms Calling,Hotel Ugly,3hxIUxnT27p5WcmjGUXNwx,pop,Shut up My Moms Calling,0.485,0.409,9,-10.711,0,0.101,0.325,0.0,0.103,0.376,138.419,77,85,164571,4
442,PINCH ME,young friend,14QUJhbXCWO90NfZ0mXnGG,pop,PINCH ME,0.777,0.465,6,-10.55,0,0.0501,0.621,0.0,0.0932,0.757,113.003,55,64,179363,4
443,Mariposa - Acoustic,Peach Tree Rascals,64o1r6z5k2HmTglC2D4IKm,"chill r&b, indie r&b, pop",Mariposa (Acoustic),0.689,0.296,9,-11.051,1,0.0402,0.83,0.0,0.151,0.473,109.079,62,56,216612,4
444,In My Room,Khary,3FkuEOGhavVbHpiNnuC4yY,"indie hip hop, lo-fi rap, rhode island rap",THIS IS WEIRDER (Deluxe),0.897,0.474,0,-8.285,1,0.225,0.173,0.0,0.256,0.912,129.968,51,28,211385,4
445,Space Song,Beach House,7H0ya83CMmgFcOhw0UB6ow,"baltimore indie, dream pop, dreamo, modern dream pop",Depression Cherry,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,76,79,320467,4
446,Trouble,Cage The Elephant,5n0CTysih20NYdT2S0Wpe8,"modern rock, punk blues, rock",Tell Me I'm Pretty,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000439,0.0992,0.298,77.861,76,69,225973,4
447,Shaky in the Knees,Grizfolk,3cXQrWACMWmJTQaQUoqLMj,"indie poptimism, modern alternative rock, modern rock, pop rock, stomp and holler, swedish alternative rock",Rarest of Birds,0.591,0.601,7,-7.222,1,0.0269,0.19,0.0026,0.0958,0.515,117.073,53,55,209480,3
448,Wish I Knew You,The Revivalists,2EWpa5XnAuSn0sIkSSIhYk,"modern alternative rock, modern rock, rock, stomp and holler",Men Amongst Mountains,0.649,0.718,0,-6.593,0,0.0261,0.142,0.0713,0.124,0.718,101.034,60,63,274093,4
449,CIRCLES,Kid Bloom,6ztWu14bmtKZL6wySuFqpy,"indie pop, modern rock",LEMONHEAD,0.535,0.568,9,-6.205,1,0.03,0.364,0.0,0.186,0.44,79.951,59,5,160333,4
450,Glimpse of Us,Joji,6xGruZOHLs39ZbVccQTuPZ,viral pop,Glimpse of Us,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,86,84,233456,3
451,All for You,Micah Edwards,3AQpX7Bh0pU4SCTmNyObfA,chill r&b,All for You,0.506,0.349,0,-9.09,0,0.0575,0.658,0.649,0.196,0.615,153.885,54,55,176262,4
452,These Days,Manwolves,3u0s2L2nv0gUuDwLlVi4qH,"bedroom soul, lo-fi rap",These Days,0.543,0.284,8,-8.503,1,0.0538,0.791,0.0,0.11,0.271,134.557,47,47,239426,4
453,Moments,Micah Edwards,1g6aK9HzKkbbQ2RpqtUyvL,chill r&b,Moments,0.549,0.313,2,-11.525,1,0.0322,0.759,0.108,0.0875,0.216,113.962,54,62,292625,3
454,Pills,asiatic.wav,2fHOiCZWlGwLCEJx1Mpn3z,pop,Pills,0.744,0.318,10,-13.501,1,0.0506,0.805,0.00568,0.0505,0.609,139.994,49,42,200000,4
455,Alexandra,Reality Club,7JFFMicliyVArHQgwEqVBS,"indonesian indie, indonesian pop",What Do You Really Know?,0.382,0.355,9,-10.025,1,0.0336,0.745,2.65e-06,0.248,0.146,138.419,65,63,238543,4
456,Dancing with my phone,HYBS,4Zh9zZmEBoDLTKQRjXwict,chill r&b,Dancing with my phone,0.834,0.586,6,-8.278,1,0.0267,0.439,0.083,0.102,0.878,102.048,62,56,203532,4
457,Georgia Peach,Manwolves,1TuWvRPQ69CkLyBD46AS0r,"bedroom soul, lo-fi rap",A Safety Meeting,0.603,0.58,5,-4.779,0,0.149,0.668,0.0,0.0894,0.754,144.126,47,40,246973,4
458,Wishful Thinking,BENEE,06Xh1KvQofFghlSt33mFjc,"alt z, nz pop, pop",FIRE ON MARZZ,0.644,0.661,4,-6.161,1,0.0332,0.144,1.54e-06,0.177,0.55,82.022,70,59,213373,4
459,Fall for You,Sarah Kang,1tyxZ2buhi3Zn32j5LEpb5,chill r&b,Fall for You,0.574,0.462,1,-7.928,1,0.0324,0.661,2.71e-05,0.0855,0.501,139.909,60,58,175942,4
460,Blue Jeans,GANGGA,4kfjA6WfgKBt7I7YKuDCkU,"indonesian lo-fi pop, indonesian pop, indonesian singer-songwriter",Blue Jeans,0.639,0.297,7,-11.18,1,0.0334,0.938,0.0839,0.18,0.292,113.989,64,73,211483,3
461,DEAR MISS HOLLOWAY,easy life,31wkOICyh6BgHHyPgbBz0D,"leicester indie, modern indie pop",DEAR MISS HOLLOWAY,0.539,0.687,1,-7.055,0,0.0707,0.299,0.000191,0.405,0.343,150.139,62,45,209907,4
462,Brandy (Feat. Kyle Dion),Full Crate,7mSSl3l2wqx4KrwY6mC79d,"alternative r&b, armenian hip hop, chill r&b, dutch r&b, indie r&b, indie soul",In All Honesty,0.865,0.497,7,-7.66,0,0.272,0.431,0.0291,0.111,0.58,107.024,51,26,189689,4
463,Memories,Conan Gray,5UXJzLFdBn6u9FJTCnoHrH,"bedroom pop, pop",Superache,0.34,0.684,11,-6.306,1,0.044,0.00979,0.0,0.348,0.556,112.969,83,80,248819,4
464,moonlit room,UMI,26ao8h4lge7K2yltgKXrVc,"alternative r&b, bedroom soul, chill r&b, indie r&b, pop, r&b",Forest in the City,0.609,0.286,9,-13.184,1,0.0469,0.608,0.000591,0.122,0.14,151.86,65,49,250680,3
465,Love Of My Life,Harry Styles,1mw0RgNXIpYRyyCdBQbLgA,pop,Harry's House,0.555,0.536,7,-8.233,1,0.0452,0.669,0.0,0.0623,0.203,118.057,92,77,191638,4
466,The Kids Are All Dying,FINNEAS,0BNmGdxb8St6XZF4kYAQsX,"alt z, la indie, pop",Optimist,0.731,0.356,7,-8.196,1,0.113,0.61,0.0,0.152,0.421,137.661,71,52,167552,4
467,ur so pretty,Wasia Project,0MIiqne6YsbsDz4z9MGA2K,indie pop,how can i pretend?,0.322,0.231,4,-12.919,1,0.0347,0.932,0.00076,0.149,0.228,91.186,49,44,132000,3
468,Therapist,Mae Muller,2vDH0r4FU75wEivLDZcvze,"uk contemporary r&b, uk pop",Therapist,0.61,0.473,9,-8.433,0,0.389,0.136,0.0,0.0828,0.528,183.926,67,49,183727,4
469,Teach Me,Kyle Dion,3rDNrE1iwADO9pfHNovykb,"alternative r&b, chill r&b, indie r&b, indie soul, pop, r&b",SUGA,0.381,0.581,6,-6.211,0,0.241,0.639,0.0,0.287,0.45,85.828,52,5,137446,3
470,WHAT'S IT GONNA TAKE,ASTN,5McNI2nNzvbefXlDWafirl,"bedroom soul, chill r&b, pop",WHAT'S IT GONNA TAKE,0.854,0.224,6,-8.182,0,0.0568,0.386,3.71e-05,0.107,0.311,130.032,64,45,196798,4
471,playing tricks,thuy,6zaayoVlfFp5YmQArKWkRG,"chill r&b, indie r&b, pop",playing tricks,0.67,0.412,4,-8.213,0,0.0779,0.638,1.75e-05,0.0678,0.281,130.005,64,47,184258,3
472,SCARLETT'S WEEKEND,RUSSELL!,5eiD8KqhdRr2mI9oVq6yex,"asian american hip hop, chill r&b, indie r&b",SCARLETT'S WEEKEND,0.706,0.348,2,-4.25,1,0.035,0.663,0.0,0.194,0.474,111.81,48,49,111696,4
473,Follow Through,Devin Kennedy,0ywYfM7AOcyvOql97K6O5p,"chill r&b, indie r&b, pop",Poetry,0.585,0.51,7,-8.056,1,0.0705,0.818,5.81e-06,0.28,0.622,78.324,62,56,140446,4
474,So Good,Weston Estate,0ZpHuEhi1CvOJgrqOSy8mv,"chill r&b, indie r&b, pop",So Good,0.795,0.584,8,-5.758,0,0.0396,0.172,2.99e-05,0.103,0.785,127.05,61,62,146274,4
475,about time,Sarah Kang,2khJckZKgm10rTK583uKuQ,chill r&b,about time,0.713,0.421,11,-8.692,1,0.0362,0.657,2.32e-06,0.139,0.59,79.005,60,43,193047,3
476,golden hour,JVKE,6GD1eomgaGT1Epto6Q5eAo,modern indie pop,golden hour,0.511,0.594,1,-4.799,0,0.0316,0.651,0.177,0.249,0.143,94.473,83,33,209260,3
477,tonight,demxntia,0OrwGH9aeguhopTVubv0VZ,"chill r&b, emo rap, pop",goodnight,0.719,0.63,5,-7.142,1,0.0853,0.255,0.557,0.141,0.4,170.103,63,68,84875,4
478,ghost town (voice memo),Chloe George,0PKAijroHpnEtdY20bkGdr,pop,ghost town (voice memo),0.471,0.229,8,-6.504,1,0.0358,0.953,0.0,0.0909,0.358,68.41,48,60,137250,3
479,Tell Somebody,Preme,1ClHCOX8C1aB9RNtXJrQKO,"canadian hip hop, canadian trap, toronto rap, trap, trap soul",Tell Somebody,0.642,0.569,7,-9.866,0,0.444,0.0659,0.0,0.374,0.21,75.002,62,41,199181,4
480,Young Roman$e,King Combs,19PlxAaw2sGJ4DtyTFwkUj,"cali rap, pop r&b","Cyncerely, C3",0.793,0.608,5,-6.16,0,0.134,0.37,0.0,0.0878,0.41,104.991,56,38,147017,4
481,On My Way,Yatta Bandz,1VgPQTiQKj9baILY8qm5Nv,pop,Perfect Storm,0.844,0.448,10,-9.582,0,0.24,0.286,0.0,0.0785,0.451,95.998,64,53,143505,4
